Year,Month,State,Species,Location,Food,Illnesses,Hospitalizations,Fatalities,normalized_food
2009,March,IL,norovirus genogroup ii,restaurant - other or unknown type,,27.0,0.0,0.0,
2009,April,IL,clostridium perfringens,banquet facility (food prepared and served on-site); private home/residence,"spaghetti, ",24.0,0.0,0.0,spaghetti
2009,March,IL,salmonella enterica,grocery store,,5.0,0.0,0.0,
2009,February,MA,,restaurant - sit-down dining,,9.0,0.0,0.0,
2009,March,MI,,restaurant - sit-down dining,salads,14.0,1.0,0.0,salad
2009,March,OH,,"restaurant - ""fast-food""(drive up service or pay at counter)","cheese; deli meat, sliced turkey",3.0,0.0,0.0,cheese deli meat sliced turkey
2009,January,MI,,restaurant - other or unknown type,turkey,18.0,0.0,0.0,turkey
2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,fruit,16.0,0.0,0.0,fruit
2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,,5.0,0.0,0.0,
2009,February,WI,clostridium perfringens,restaurant - sit-down dining,"beef, brisket",90.0,0.0,0.0,beef brisket
2009,March,OH,norovirus genogroup ii,banquet facility (food prepared and served on-site),,20.0,0.0,0.0,
2009,March,FL,,,,5.0,1.0,0.0,
2009,January,NH,norovirus genogroup ii,office/indoor workplace,fruit-based salads,11.0,0.0,0.0,fruitbased salad
2009,March,AR,salmonella enterica,,,5.0,3.0,0.0,
2009,February,MO,,restaurant - sit-down dining,"cake, tiramisu",17.0,0.0,0.0,cake tiramisu
2009,March,ID,clostridium perfringens,private home/residence,"chicken, ",8.0,0.0,0.0,chicken
2009,April,MN,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)","sandwich, ",15.0,0.0,0.0,sandwich
2009,April,OH,,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,April,OH,,,,2.0,0.0,0.0,
2009,March,WI,norovirus genogroup ii,restaurant - sit-down dining,,23.0,0.0,0.0,
2009,March,FL,,restaurant - sit-down dining,chicken; ice,4.0,0.0,0.0,chicken ice
2009,March,MI,,restaurant - other or unknown type,,12.0,0.0,0.0,
2009,March,MI,norovirus genogroup ii,banquet facility (food prepared and served on-site); restaurant - other or unknown type,"salad, ",131.0,2.0,0.0,salad
2009,March,MI,,restaurant - other or unknown type,,9.0,,0.0,
2009,April,OH,,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,February,OH,norovirus genogroup i,caterer (food prepared off-site from where served),egg salad/egg salad sandwich,70.0,1.0,0.0,egg saladegg salad sandwich
2009,January,CT,norovirus genogroup ii,restaurant - sit-down dining,ice,21.0,0.0,0.0,ice
2009,January,CT,salmonella enterica,caterer (food prepared off-site from where served); restaurant - sit-down dining,"lasagna, vegetarian",7.0,2.0,0.0,lasagna vegetarian
2009,February,CT,salmonella enterica,"fair, festival, other temp or mobile services; private home/residence; restaurant - other or unknown type",,4.0,1.0,0.0,
2009,January,CA,,"restaurant - ""fast-food""(drive up service or pay at counter)",bun,3.0,0.0,0.0,bun
2009,April,IL,,restaurant - other or unknown type,,2.0,0.0,0.0,
2009,April,MN,norovirus,restaurant - sit-down dining,,10.0,0.0,0.0,
2009,January,MO,,banquet facility (food prepared and served on-site),,40.0,0.0,0.0,
2009,April,NY,salmonella enterica,restaurant - sit-down dining,"lamb, chops",13.0,4.0,0.0,lamb chop
2009,March,NY,,restaurant - sit-down dining,"ribs, pork",3.0,0.0,0.0,rib pork
2009,March,OK,salmonella enterica,restaurant - sit-down dining,,25.0,4.0,0.0,
2009,April,OH,,"grocery store; private home/residence; restaurant - ""fast-food""(drive up service or pay at counter)",,10.0,0.0,0.0,
2009,March,AL,norovirus genogroup ii,restaurant - sit-down dining,,35.0,0.0,0.0,
2009,February,WI,norovirus genogroup ii,caterer (food prepared off-site from where served),cake,16.0,0.0,0.0,cake
2009,January,SC,,caterer (food prepared off-site from where served),,14.0,0.0,0.0,
2009,January,SC,norovirus genogroup ii,restaurant - sit-down dining,,4.0,0.0,0.0,
2009,April,IL,,restaurant - other or unknown type,,3.0,1.0,0.0,
2009,April,IL,norovirus genogroup ii,restaurant - sit-down dining,,4.0,1.0,0.0,
2009,January,CA,,restaurant - sit-down dining,,4.0,0.0,0.0,
2009,April,OH,,other,"sandwich, steak",3.0,0.0,0.0,sandwich steak
2009,March,OR,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",,12.0,,0.0,
2009,March,OR,norovirus genogroup ii,school/college/university,,49.0,0.0,0.0,
2009,April,HI,histamine,prison/jail,"fish, ahi",13.0,0.0,0.0,fish ahi
2009,March,CT,"escherichia coli, shiga toxin-producing",office/indoor workplace,chicken tenders,60.0,5.0,0.0,chicken tender
2009,April,IL,norovirus,office/indoor workplace,,11.0,0.0,0.0,
2009,May,OH,clostridium perfringens,private home/residence,chicken,23.0,0.0,0.0,chicken
2009,April,MN,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",,17.0,0.0,0.0,
2009,April,OH,"escherichia coli, shiga toxin-producing",restaurant - sit-down dining,"ground beef, cheeseburger",3.0,2.0,0.0,ground beef cheeseburger
2009,February,MS,norovirus; staphylococcus,prison/jail,cabbage; ice,66.0,0.0,0.0,cabbage ice
2009,February,MS,salmonella enterica,prison/jail,,184.0,3.0,0.0,
2009,April,IA,norovirus genogroup ii,,lettuce based salads,27.0,1.0,0.0,lettuce based salad
2009,April,OR,,restaurant - sit-down dining,,11.0,0.0,0.0,
2009,April,CT,,private home/residence,asparagus; horseradish,5.0,1.0,0.0,asparagus horseradish
2009,April,CT,bacillus cereus,other; school/college/university,macaroni and cheese,47.0,0.0,0.0,macaroni cheese
2009,May,CT,norovirus genogroup ii,restaurant - sit-down dining,filet mignon appetizer,13.0,0.0,0.0,filet mignon appetizer
2009,April,WI,clostridium perfringens,restaurant - sit-down dining,,8.0,0.0,0.0,
2009,January,CA,norovirus,,,10.0,0.0,0.0,
2009,March,NY,salmonella enterica,unknown,,3.0,0.0,0.0,
2009,April,WI,salmonella enterica,private home/residence,deviled eggs,14.0,2.0,0.0,deviled egg
2009,February,FL,,"restaurant - ""fast-food""(drive up service or pay at counter)","salad, ",3.0,1.0,0.0,salad
2009,April,PA,,,,5.0,0.0,0.0,
2009,February,FL,norovirus,banquet facility (food prepared and served on-site),vinagarette-based dressing,30.0,0.0,0.0,vinagarettebased dressing
2009,May,PA,campylobacter jejuni,private home/residence,"milk, whole milk unpasteurized",2.0,0.0,0.0,milk whole milk unpasteurized
2009,May,IL,,caterer (food prepared off-site from where served),,5.0,0.0,0.0,
2009,May,IL,norovirus genogroup ii,banquet facility (food prepared and served on-site),,39.0,0.0,0.0,
2009,May,IL,norovirus genogroup i,private home/residence,,32.0,0.0,0.0,
2009,May,IL,,restaurant - other or unknown type,,18.0,0.0,0.0,
2009,January,CA,norovirus,restaurant - sit-down dining,,10.0,0.0,0.0,
2009,January,CA,norovirus,restaurant - sit-down dining,,7.0,0.0,0.0,
2009,February,CA,,restaurant - sit-down dining,spring roll,4.0,0.0,0.0,spring roll
2009,May,OH,mycotoxins,,candy,2.0,0.0,0.0,candy
2009,February,CA,norovirus,,,9.0,0.0,0.0,
2009,February,CA,,"restaurant - ""fast-food""(drive up service or pay at counter)",,4.0,0.0,0.0,
2009,February,CA,,restaurant - sit-down dining,,5.0,0.0,0.0,
2009,March,CA,,,,31.0,0.0,0.0,
2009,March,CA,bacillus cereus,"grocery store; private home/residence; restaurant - ""fast-food""(drive up service or pay at counter)",bean dishes,7.0,0.0,0.0,bean dish
2009,April,CA,other - bacterium,,,7.0,0.0,0.0,
2009,April,CA,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",,9.0,0.0,0.0,
2009,May,OH,norovirus genogroup ii,restaurant - sit-down dining,,15.0,0.0,0.0,
2009,May,NY,bacillus cereus,banquet facility (food prepared and served on-site),"chicken, chimichanga",20.0,1.0,0.0,chicken chimichanga
2009,May,VA,staphylococcus aureus,private home/residence; religious facility,egg salad/egg salad sandwich,19.0,0.0,0.0,egg saladegg salad sandwich
2009,May,SC,clostridium perfringens,private home/residence,"beans, baked",350.0,0.0,0.0,bean baked
2009,January,SC,norovirus genogroup ii,,,13.0,0.0,0.0,
2009,May,AZ,enterococcus faecalis,"restaurant - ""fast-food""(drive up service or pay at counter)","sandwich, submarine",13.0,0.0,0.0,sandwich submarine
2009,May,CT,norovirus genogroup ii,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,June,VA,staphylococcus aureus,other,"chicken, strips",12.0,0.0,0.0,chicken strip
2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,,62.0,1.0,0.0,
2009,June,MN,"escherichia coli, shiga toxin-producing",private home/residence,potato salad,4.0,0.0,0.0,potato salad
2009,May,WI,,,,49.0,,,
2009,June,OH,campylobacter,restaurant - sit-down dining,,2.0,1.0,0.0,
2009,May,CA,norovirus,private home/residence,cactus salad; multiple foods,26.0,0.0,0.0,cactus salad multiple food
2009,June,MD,,restaurant - sit-down dining,chicken fried rice,3.0,0.0,0.0,chicken fried rice
2009,May,WI,"escherichia coli, enterotoxigenic",,,8.0,0.0,0.0,
2009,January,MD,norovirus genogroup ii,restaurant - sit-down dining,,12.0,0.0,0.0,
2009,April,MA,salmonella enterica,private home/residence,,50.0,,0.0,
2009,January,MD,norovirus genogroup ii,restaurant - sit-down dining,,13.0,0.0,0.0,
2009,April,CA,norovirus,,"egg-containing food, ",18.0,0.0,0.0,eggcontaining food
2009,May,MN,norovirus,private home/residence,potato salad,11.0,0.0,0.0,potato salad
2009,April,MD,,,,7.0,0.0,0.0,
2009,April,VA,brucella,other,cow cheese; goat cheese,4.0,1.0,0.0,cow cheese goat cheese
2009,June,TN,norovirus genogroup ii,restaurant - sit-down dining,cheese dip,11.0,0.0,0.0,cheese dip
2009,April,KS,,restaurant - sit-down dining,pork,4.0,0.0,0.0,pork
2009,June,IL,,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,June,IL,,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,June,IL,norovirus genogroup i,other,,25.0,1.0,0.0,
2009,June,IL,,restaurant - other or unknown type,,3.0,0.0,0.0,
2009,June,IL,,caterer (food prepared off-site from where served),,43.0,0.0,0.0,
2009,June,IL,,caterer (food prepared off-site from where served),roast beef,35.0,0.0,0.0,roast beef
2009,June,NY,campylobacter jejuni,other,,9.0,0.0,0.0,
2009,May,CO,,restaurant - sit-down dining,,5.0,0.0,0.0,
2009,February,WA,norovirus,,"salad, ",13.0,3.0,0.0,salad
2009,March,OH,norovirus genogroup ii,,,19.0,0.0,0.0,
2009,February,OH,norovirus genogroup ii,other,pasta salad with tuna and mayonnaise; salad bar,5.0,0.0,0.0,pasta salad tuna mayonnaise salad bar
2009,June,CT,bacillus cereus,caterer (food prepared off-site from where served),macaroni and cheese,100.0,0.0,0.0,macaroni cheese
2009,June,CT,norovirus,other,"orange juice, pasteurized",10.0,0.0,0.0,orange juice pasteurized
2009,June,CT,scombroid toxin,private home/residence,tuna steak,2.0,0.0,0.0,tuna steak
2009,June,MA,campylobacter jejuni,,,70.0,2.0,0.0,
2009,June,MN,clostridium perfringens,caterer (food prepared off-site from where served); private home/residence,"roast beef, ",18.0,0.0,0.0,roast beef
2009,June,MN,"escherichia coli, shiga toxin-producing",restaurant - sit-down dining,steak,2.0,1.0,0.0,steak
2009,February,GA,norovirus genogroup ii,banquet facility (food prepared and served on-site),,8.0,0.0,0.0,
2009,May,NY,salmonella enterica,restaurant - sit-down dining,malai kofta,19.0,2.0,0.0,malai kofta
2009,June,MO,,restaurant - sit-down dining,,11.0,0.0,0.0,
2009,May,MO,salmonella enterica,private home/residence,,5.0,1.0,0.0,
2009,May,CA,norovirus,restaurant - other or unknown type,,10.0,0.0,0.0,
2009,April,CA,other - chemical/toxin,"fair, festival, other temp or mobile services","cake, brownie",6.0,0.0,0.0,cake brownie
2009,January,OH,,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,June,NM,salmonella enterica,,,3.0,0.0,0.0,
2009,February,OH,,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,January,OH,,restaurant - other or unknown type,,2.0,0.0,0.0,
2009,June,OH,,unknown,,15.0,0.0,0.0,
2009,June,MN,"escherichia coli, shiga toxin-producing",caterer (food prepared off-site from where served); grocery store,,16.0,3.0,0.0,
2009,January,OH,,restaurant - sit-down dining,,4.0,0.0,0.0,
2009,June,OH,"escherichia coli, shiga toxin-producing",private home/residence,"ground beef, hamburger",2.0,2.0,0.0,ground beef hamburger
2009,March,OH,,restaurant - sit-down dining,"cheesy bread stick; pizza, meat; pizza, meat",4.0,2.0,0.0,cheesy bread stick pizza meat pizza meat
2009,May,FL,"escherichia coli, shiga toxin-producing",,,30.0,0.0,0.0,
2009,January,FL,norovirus genogroup ii,,,24.0,0.0,0.0,
2009,May,OK,staphylococcus aureus,,chicken salad,39.0,0.0,0.0,chicken salad
2009,June,TN,,"restaurant - ""fast-food""(drive up service or pay at counter)","sandwich, roast beef",6.0,0.0,0.0,sandwich roast beef
2009,January,OH,norovirus genogroup ii,caterer (food prepared off-site from where served),"sandwich, deli",22.0,0.0,0.0,sandwich deli
2009,May,CA,norovirus,,,14.0,0.0,0.0,
2009,May,CA,bacillus cereus,restaurant - sit-down dining,,4.0,0.0,0.0,
2009,May,CA,,restaurant - other or unknown type,,21.0,0.0,0.0,
2009,January,FL,ciguatoxin,private home/residence,"fish, baracuda",3.0,,,fish baracuda
2009,January,FL,norovirus genogroup ii,restaurant - sit-down dining,"squid/calamari, ",3.0,,,squidcalamari
2009,July,MO,,other,"onion, ",25.0,0.0,0.0,onion
2009,March,OH,,,,2.0,0.0,0.0,
2009,June,FL,ciguatoxin,restaurant - sit-down dining,"fish, grouper",5.0,,,fish grouper
2009,June,FL,ciguatoxin,private home/residence,"fish, baracuda",4.0,,,fish baracuda
2009,June,FL,ciguatoxin,private home/residence,"fish, baracuda",2.0,,,fish baracuda
2009,April,MI,,caterer (food prepared off-site from where served),"chicken, ; macaroni and cheese; turkey dishes",13.0,0.0,0.0,chicken macaroni cheese turkey dish
2009,March,MI,,,,9.0,,0.0,
2009,April,MI,,restaurant - other or unknown type,,2.0,,0.0,
2009,March,MI,,restaurant - other or unknown type,,7.0,0.0,0.0,
2009,May,CA,,restaurant - sit-down dining,"pudding, ",6.0,0.0,0.0,pudding
2009,June,UT,,,,15.0,,0.0,
2009,March,UT,campylobacter jejuni,private home/residence,"queso fresco, unpasteurized",10.0,0.0,0.0,queso fresco unpasteurized
2009,February,CO,norovirus,restaurant - sit-down dining,"chile relleno, ; flauta, chicken; lettuce",6.0,0.0,0.0,chile relleno flauta chicken lettuce
2009,July,MN,norovirus,other,"deli meat, sliced turkey",6.0,0.0,0.0,deli meat sliced turkey
2009,July,MN,norovirus,restaurant - sit-down dining,salads,5.0,0.0,0.0,salad
2009,June,IL,hepatitis a,"restaurant - ""fast-food""(drive up service or pay at counter)",,34.0,14.0,0.0,
2009,February,CO,,restaurant - sit-down dining,,4.0,0.0,0.0,
2009,May,CO,clostridium perfringens,restaurant - sit-down dining,ground beef,5.0,0.0,0.0,ground beef
2009,March,NC,salmonella enterica,long-term care/nursing home/assisted living facility,,10.0,0.0,0.0,
2009,May,CA,salmonella enterica,caterer (food prepared off-site from where served),"vegetable dip, ",7.0,0.0,0.0,vegetable dip
2009,January,CO,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)","pizza, vegetable",10.0,1.0,0.0,pizza vegetable
2009,January,CO,,"restaurant - ""fast-food""(drive up service or pay at counter)","sandwich, roast beef",2.0,0.0,0.0,sandwich roast beef
2009,January,CO,norovirus,caterer (food prepared off-site from where served),"sandwich, turkey",9.0,0.0,0.0,sandwich turkey
2009,July,MA,salmonella enterica,,,7.0,1.0,0.0,
2009,May,IN,salmonella enterica,,,7.0,1.0,0.0,
2009,June,IN,,prison/jail,stew/chili/chowder,107.0,0.0,0.0,stewchilichowder
2009,July,TN,salmonella enterica; salmonella enterica,caterer (food prepared off-site from where served); restaurant - sit-down dining,"pork, bbq",53.0,7.0,0.0,pork bbq
2009,June,CO,norovirus,restaurant - sit-down dining,"sandwich, turkey",32.0,0.0,0.0,sandwich turkey
2009,June,KS,,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,June,KS,norovirus,restaurant - sit-down dining,,13.0,0.0,0.0,
2009,June,NV,norovirus,banquet facility (food prepared and served on-site),,44.0,0.0,0.0,
2009,April,NH,salmonella enterica,other,salads,45.0,1.0,0.0,salad
2009,April,NH,salmonella enterica,camp,"pudding, ",133.0,5.0,0.0,pudding
2009,May,HI,ciguatoxin,,,6.0,0.0,0.0,
2009,July,KS,,private home/residence,"refried beans, ",4.0,0.0,0.0,refried bean
2009,July,NV,norovirus,restaurant - sit-down dining,"french fries; sandwich, club",7.0,0.0,0.0,french fry sandwich club
2009,June,ND,salmonella enterica,banquet facility (food prepared and served on-site); private home/residence,,55.0,8.0,0.0,
2009,June,ND,salmonella enterica,banquet facility (food prepared and served on-site); private home/residence,taco meat,36.0,2.0,0.0,taco meat
2009,June,ND,salmonella enterica,banquet facility (food prepared and served on-site); private home/residence,roast beef,88.0,0.0,0.0,roast beef
2009,June,ME,salmonella enterica,private home/residence,,6.0,1.0,0.0,
2009,July,NY,,camp,"potato, mashed; turkey and gravy; turkey loaf",24.0,0.0,0.0,potato mashed turkey gravy turkey loaf
2009,June,CT,cyclospora cayetanensis,private home/residence,blackberries; raspberries,8.0,0.0,0.0,blackberry raspberry
2009,March,OR,salmonella enterica,private home/residence; restaurant - sit-down dining,chicken,26.0,8.0,0.0,chicken
2009,May,OR,salmonella enterica,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,July,OR,norovirus genogroup ii,other; restaurant - sit-down dining,mixed green salad,31.0,1.0,0.0,mixed green salad
2009,July,OR,norovirus genogroup ii,restaurant - sit-down dining,,17.0,0.0,0.0,
2009,July,OR,norovirus genogroup ii,caterer (food prepared off-site from where served),cheese/roll; rolls; watermelon,18.0,0.0,0.0,cheeseroll roll watermelon
2009,August,OR,clostridium perfringens,caterer (food prepared off-site from where served),chicken burrito,21.0,0.0,0.0,chicken burrito
2009,May,NY,,restaurant - sit-down dining,"bruschetta; peppers, red, roasted; proscuitto with melon; tomatoes with mozzerella; zucchini, fried; zucchini, marinated",18.0,2.0,0.0,bruschetta pepper red roasted proscuitto melon tomato mozzerella zucchini fried zucchini marinated
2009,February,NY,norovirus,restaurant - sit-down dining,,13.0,1.0,0.0,
2009,July,NY,,banquet facility (food prepared and served on-site); restaurant - sit-down dining,"bread, ; ice cream",23.0,2.0,0.0,bread ice cream
2009,April,NY,norovirus,school/college/university,"cheese, pre-sliced; deli meat, ",40.0,0.0,0.0,cheese presliced deli meat
2009,August,WI,norovirus genogroup ii,other,,24.0,0.0,0.0,
2009,June,MI,clostridium perfringens,private home/residence,"pork, ",20.0,0.0,0.0,pork
2009,July,OH,,caterer (food prepared off-site from where served),,36.0,0.0,0.0,
2009,June,CA,norovirus genogroup i,"restaurant - ""fast-food""(drive up service or pay at counter)",,19.0,0.0,0.0,
2009,June,NM,,,,12.0,0.0,0.0,
2009,July,NM,salmonella enterica,,,48.0,2.0,0.0,
2009,July,OH,salmonella enterica,"fair, festival, other temp or mobile services",chicken,2.0,1.0,0.0,chicken
2009,March,MI,"escherichia coli, shiga toxin-producing",,"beef, ; lamb",4.0,1.0,0.0,beef lamb
2009,August,IL,,restaurant - sit-down dining,chicken salad; crispy chicken salad; grilled chicken salad,10.0,0.0,0.0,chicken salad crispy chicken salad grilled chicken salad
2009,July,SC,clostridium perfringens,banquet facility (food prepared and served on-site),"pork, bbq",50.0,0.0,0.0,pork bbq
2009,July,NY,"escherichia coli, shiga toxin-producing",private home/residence,"ground beef, hamburger",2.0,0.0,0.0,ground beef hamburger
2009,July,NY,"escherichia coli, shiga toxin-producing",,"ground beef, hamburger",2.0,2.0,0.0,ground beef hamburger
2009,July,NY,"escherichia coli, shiga toxin-producing",private home/residence,"ground beef, hamburger",3.0,1.0,0.0,ground beef hamburger
2009,March,KS,norovirus,,,5.0,0.0,0.0,
2009,February,KS,norovirus,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,May,KS,,restaurant - sit-down dining,,6.0,0.0,0.0,
2009,April,MN,salmonella enterica,other,"sprouts, ",2.0,0.0,0.0,sprout
2009,July,GA,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",,4.0,0.0,0.0,
2009,August,NY,salmonella enterica,restaurant - sit-down dining,"sandwich, corned beef",12.0,2.0,0.0,sandwich corned beef
2009,May,PA,salmonella enterica,restaurant - sit-down dining,,2.0,0.0,0.0,
2009,July,GA,campylobacter jejuni,caterer (food prepared off-site from where served),potato salad,11.0,0.0,0.0,potato salad
2009,August,OH,,,,2.0,0.0,0.0,
2009,July,NH,norovirus genogroup ii,camp,carrots,31.0,1.0,0.0,carrot
2009,June,MD,,restaurant - sit-down dining,,3.0,0.0,0.0,
2009,January,GA,norovirus genogroup ii,restaurant - sit-down dining,,46.0,1.0,0.0,
2009,March,CA,,"restaurant - ""fast-food""(drive up service or pay at counter)",,6.0,0.0,0.0,
2009,January,ID,,"restaurant - ""fast-food""(drive up service or pay at counter)","refried beans, ",9.0,0.0,0.0,refried bean
2009,August,MN,ciguatoxin,restaurant - sit-down dining,"fish, baracuda",3.0,0.0,0.0,fish baracuda
2009,August,MN,"escherichia coli, shiga toxin-producing",private home/residence,beef,6.0,1.0,0.0,beef
2009,August,MN,"escherichia coli, shiga toxin-producing","restaurant - ""fast-food""(drive up service or pay at counter)","beef, ",3.0,1.0,0.0,beef
2009,August,NY,"escherichia coli, shiga toxin-producing",camp,beef,2.0,1.0,0.0,beef
2009,July,MA,salmonella enterica,restaurant - sit-down dining,,6.0,2.0,0.0,
2009,August,WI,campylobacter jejuni,,"milk, whole milk unpasteurized",52.0,1.0,0.0,milk whole milk unpasteurized
2009,August,IL,shigella sonnei,restaurant - sit-down dining,,14.0,3.0,0.0,
2009,August,IL,,restaurant - sit-down dining,,9.0,0.0,0.0,
2009,July,TN,salmonella enterica,restaurant - sit-down dining,,10.0,3.0,0.0,
2009,February,HI,norovirus genogroup ii,,,21.0,0.0,0.0,
2009,July,MD,,restaurant - sit-down dining,,26.0,0.0,0.0,
2009,May,MD,,restaurant - sit-down dining,seafood pasta,6.0,0.0,0.0,seafood pasta
2009,June,AZ,,,,40.0,0.0,0.0,
2009,August,HI,ciguatoxin,,,2.0,1.0,0.0,
2009,September,IL,scombroid toxin,office/indoor workplace,"fish, mahi mahi",3.0,0.0,0.0,fish mahi mahi
2009,May,WA,"escherichia coli, shiga toxin-producing",,,5.0,2.0,0.0,
